,index,Total:,    Population_of_one_race:,        White_alone,        Black_or_African_American_alone,        American_Indian_and_Alaska_Native_alone,        Asian_alone,        Native_Hawaiian_and_Other_Pacific_Islander_alone,        Some_Other_Race_alone,year
2658,"King County, Texas",265,253,242,0,0,0,4,7,2020
2658,"Kinney County, Texas","3,598","3,524","3,187",53,26,10,0,248,2010
2659,"Kinney County, Texas","3,129","2,379","2,012",47,33,10,2,275,2020
2659,"Kleberg County, Texas","32,061","31,297","25,618","1,201",196,751,37,"3,494",2010
2660,"Kleberg County, Texas","31,040","23,171","17,266","1,129",246,817,1,"3,712",2020
2660,"Knox County, Texas","3,719","3,609","2,842",214,21,7,1,524,2010
2661,"Knox County, Texas","3,353","3,048","2,393",165,9,24,3,454,2020
2661,"Lamar County, Texas","49,793","48,455","39,489","6,703",700,311,10,"1,242",2010
2662,"Lamar County, Texas","50,088","46,207","36,479","6,446",870,481,32,"1,899",2020
2662,"Lamb County, Texas","13,977","13,651","10,403",598,129,20,4,"2,497",2010
2663,"Lamb County, Texas","13,045","10,001","7,369",453,81,11,17,"2,070",2020
2663,"Lampasas County, Texas","19,677","19,057","16,792",632,177,201,39,"1,216",2010
2664,"Lampasas County, Texas","21,627","18,992","16,337",741,233,252,86,"1,343",2020
2664,"La Salle County, Texas","6,886","6,806","6,176",34,40,7,0,549,2010
2665,"La Salle County, Texas","6,664","4,378","3,189",235,17,5,0,932,2020
2665,"Lavaca County, Texas","19,263","18,936","16,563","1,301",60,56,17,939,2010
2666,"Lavaca County, Texas","20,337","18,421","15,821","1,247",111,74,5,"1,163",2020
2666,"Lee County, Texas","16,612","16,289","13,101","1,807",104,55,18,"1,204",2010
2667,"Lee County, Texas","17,478","15,247","11,744","1,691",99,61,2,"1,650",2020
2667,"Leon County, Texas","16,801","16,560","14,258","1,202",71,81,2,946,2010
2668,"Leon County, Texas","15,719","14,557","12,391",945,107,111,6,997,2020
2668,"Liberty County, Texas","75,643","74,158","58,363","8,202",430,348,26,"6,789",2010
2669,"Liberty County, Texas","91,628","81,331","55,857","7,171","1,100",499,17,"16,687",2020
2669,"Limestone County, Texas","23,384","22,924","16,139","4,103",121,90,7,"2,464",2010
2670,"Limestone County, Texas","22,146","20,425","14,018","3,726",147,162,18,"2,354",2020
2670,"Lipscomb County, Texas","3,302","3,228","2,845",25,37,10,0,311,2010
2671,"Lipscomb County, Texas","3,059","2,574","1,969",4,37,2,1,561,2020
2671,"Live Oak County, Texas","11,531","11,353","10,107",502,92,57,3,592,2010
2672,"Live Oak County, Texas","11,335","9,471","8,419",214,65,37,3,733,2020
2672,"Llano County, Texas","19,301","19,028","18,319",112,118,77,5,397,2010
2673,"Loving County, Texas",82,76,65,0,4,0,0,7,2010
2673,"Llano County, Texas","21,243","19,569","18,388",105,169,133,4,770,2020
2674,"Loving County, Texas",64,58,56,0,1,0,0,1,2020
2674,"Lubbock County, Texas","278,831","271,964","215,519","20,952","2,040","5,753",188,"27,512",2010
2675,"Lynn County, Texas","5,915","5,777","4,748",127,72,8,0,822,2010
2675,"Lubbock County, Texas","310,639","267,331","191,717","27,279","3,206","9,701",248,"35,180",2020
2676,"Lynn County, Texas","5,596","4,939","3,724",107,36,10,4,"1,058",2020
2676,"McCulloch County, Texas","8,283","8,133","6,947",160,55,29,1,941,2010
2677,"McCulloch County, Texas","7,630","6,561","5,821",98,38,39,1,564,2020
2677,"McLennan County, Texas","234,906","229,101","164,037","34,767","1,473","3,220",107,"25,497",2010
2678,"McLennan County, Texas","260,579","229,896","156,475","37,518","2,511","5,010",189,"28,193",2020
2678,"McMullen County, Texas",707,689,643,8,0,3,0,35,2010
2679,"Madison County, Texas","13,664","13,425","9,149","2,719",68,79,3,"1,407",2010
2679,"McMullen County, Texas",600,448,411,3,1,3,5,25,2020
2680,"Marion County, Texas","10,546","10,320","7,752","2,325",85,50,3,105,2010
2680,"Madison County, Texas","13,455","12,513","7,695","2,610",107,106,1,"1,994",2020
2681,"Marion County, Texas","9,725","9,102","6,968","1,857",86,48,0,143,2020
2681,"Martin County, Texas","4,799","4,714","4,067",78,30,12,3,524,2010
2682,"Mason County, Texas","4,012","3,973","3,731",18,18,7,0,199,2010
2682,"Martin County, Texas","5,237","4,469","3,580",87,69,9,1,723,2020
2683,"Mason County, Texas","3,953","3,503","3,188",9,14,2,0,290,2020
2683,"Matagorda County, Texas","36,702","35,852","26,137","4,200",258,719,8,"4,530",2010
2684,"Matagorda County, Texas","36,255","30,626","19,753","3,900",318,720,7,"5,928",2020
2684,"Maverick County, Texas","54,258","53,713","49,617",135,642,177,4,"3,138",2010
2685,"Maverick County, Texas","57,887","32,898","16,845",181,"1,163",192,18,"14,499",2020
2685,"Medina County, Texas","46,006","44,994","39,369","1,012",331,296,36,"3,950",2010
2686,"Medina County, Texas","50,748","39,999","31,848","1,366",414,261,42,"6,068",2020
2686,"Menard County, Texas","2,242","2,205","1,847",13,18,3,0,324,2010
2687,"Midland County, Texas","136,872","133,602","105,302","9,087","1,013","1,715",54,"16,431",2010
2687,"Menard County, Texas","1,962","1,740","1,511",13,14,5,3,194,2020
2688,"Midland County, Texas","169,983","137,579","98,404","11,049","1,550","3,983",191,"22,402",2020
2688,"Milam County, Texas","24,757","24,316","19,347","2,473",171,96,1,"2,228",2010
2689,"Milam County, Texas","24,754","22,158","17,261","2,183",147,119,18,"2,430",2020
2689,"Mills County, Texas","4,936","4,861","4,440",26,19,11,1,364,2010
2690,"Mills County, Texas","4,456","3,991","3,654",30,15,5,0,287,2020
2690,"Mitchell County, Texas","9,403","9,253","6,433","1,060",70,28,0,"1,662",2010
2691,"Mitchell County, Texas","8,990","8,121","5,399",961,88,54,1,"1,618",2020
2691,"Montague County, Texas","19,719","19,395","18,384",53,175,62,4,717,2010
2692,"Montague County, Texas","19,965","18,141","17,066",81,194,84,4,712,2020
2692,"Montgomery County, Texas","455,746","445,053","380,593","19,401","3,348","9,546",311,"31,854",2010
2693,"Moore County, Texas","21,904","21,440","15,886",336,280,"1,337",18,"3,583",2010
2693,"Montgomery County, Texas","620,443","535,925","407,926","35,394","6,049","21,830",732,"63,994",2020
2694,"Morris County, Texas","12,934","12,680","9,014","2,976",93,45,7,545,2010
2694,"Moore County, Texas","21,358","16,973","9,445",695,419,"1,014",4,"5,396",2020
2695,"Motley County, Texas","1,210","1,197","1,115",24,10,0,0,48,2010
2695,"Morris County, Texas","11,973","11,112","8,043","2,467",86,47,9,460,2020
2696,"Motley County, Texas","1,063",986,931,10,2,0,0,43,2020
2696,"Nacogdoches County, Texas","64,524","63,234","44,249","11,731",365,797,25,"6,067",2010
2697,"Navarro County, Texas","47,735","46,666","33,142","6,606",305,253,382,"5,978",2010
2697,"Nacogdoches County, Texas","64,653","58,923","40,228","10,709",414,767,12,"6,793",2020
2698,"Navarro County, Texas","52,624","45,572","30,019","6,425",473,401,734,"7,520",2020
2698,"Newton County, Texas","14,445","14,235","11,105","2,901",80,62,1,86,2010
2699,"Nolan County, Texas","15,216","14,872","12,728",715,95,67,0,"1,267",2010
2699,"Newton County, Texas","12,217","11,656","9,375","2,086",60,24,0,111,2020
2700,"Nolan County, Texas","14,738","12,714","10,235",712,108,104,5,"1,550",2020
2700,"Nueces County, Texas","340,223","331,964","277,402","13,637","2,128","5,731",269,"32,797",2010
2701,"Ochiltree County, Texas","10,223","9,983","8,747",39,98,28,4,"1,067",2010
2701,"Nueces County, Texas","353,178","261,534","191,405","14,309","2,942","8,135",381,"44,362",2020
2702,"Oldham County, Texas","2,052","2,022","1,850",62,13,17,0,80,2010
2702,"Ochiltree County, Texas","10,015","8,254","5,618",22,146,32,2,"2,434",2020
2703,"Orange County, Texas","81,837","80,411","70,478","6,979",426,804,43,"1,681",2010
2703,"Oldham County, Texas","1,758","1,598","1,424",35,10,11,0,118,2020
2704,"Palo Pinto County, Texas","28,111","27,605","24,497",621,202,134,14,"2,137",2010
2704,"Orange County, Texas","84,808","79,407","66,942","8,081",459,"1,113",19,"2,793",2020
2705,"Panola County, Texas","23,796","23,379","18,267","3,867",105,73,3,"1,064",2010
2705,"Palo Pinto County, Texas","28,409","25,842","22,603",582,269,214,13,"2,161",2020
2706,"Panola County, Texas","22,491","21,057","16,637","3,263",172,105,11,869,2020
2706,"Parker County, Texas","116,927","114,796","106,862","1,915",909,639,40,"4,431",2010
2707,"Parmer County, Texas","10,269","10,049","7,969",119,100,25,21,"1,815",2010
2707,"Parker County, Texas","148,222","133,872","122,995","1,738","1,229","1,035",116,"6,759",2020
2708,"Parmer County, Texas","9,869","8,193","5,572",75,171,18,4,"2,353",2020
2708,"Pecos County, Texas","15,507","15,180","12,307",572,125,79,5,"2,092",2010
2709,"Pecos County, Texas","15,193","11,740","6,921",558,172,148,2,"3,939",2020
2709,"Polk County, Texas","45,413","44,652","35,082","5,211",881,188,10,"3,280",2010
2710,"Polk County, Texas","50,123","46,457","36,343","4,924","1,019",340,2,"3,829",2020
2710,"Potter County, Texas","121,073","117,388","84,523","12,365","1,004","4,822",63,"14,611",2010
2711,"Presidio County, Texas","7,818","7,666","6,715",47,57,76,0,771,2010
2711,"Potter County, Texas","118,525","98,979","61,693","12,561","1,397","6,172",41,"17,115",2020
2712,"Rains County, Texas","10,914","10,744","9,953",256,113,55,1,366,2010
2712,"Presidio County, Texas","6,131","3,683","2,331",27,48,86,0,"1,191",2020
2713,"Randall County, Texas","120,725","118,030","107,305","2,867",822,"1,684",41,"5,311",2010
2713,"Rains County, Texas","12,164","11,346","10,394",270,112,55,3,512,2020
2714,"Randall County, Texas","140,753","123,378","105,870","4,992","1,263","2,737",60,"8,456",2020
2714,"Reagan County, Texas","3,367","3,305","2,596",70,20,6,0,613,2010
2715,"Real County, Texas","3,309","3,244","2,996",22,37,2,12,175,2010
2715,"Reagan County, Texas","3,385","2,594","1,736",42,32,20,1,763,2020
2716,"Red River County, Texas","12,860","12,630","9,838","2,233",125,23,1,410,2010
2716,"Real County, Texas","2,758","2,432","2,213",28,20,13,3,155,2020
2717,"Red River County, Texas","11,587","11,014","8,700","1,762",111,51,4,386,2020
2717,"Reeves County, Texas","13,783","13,571","10,645",690,64,119,6,"2,047",2010
2718,"Refugio County, Texas","7,383","7,236","5,943",483,42,33,0,735,2010
2718,"Reeves County, Texas","14,748","11,067","8,073",290,101,169,3,"2,431",2020
2719,"Roberts County, Texas",929,910,871,1,3,2,0,33,2010
2719,"Refugio County, Texas","6,741","5,413","4,172",462,32,32,0,715,2020
2720,"Robertson County, Texas","16,622","16,295","11,247","3,586",96,103,1,"1,262",2010
2720,"Roberts County, Texas",827,755,737,2,3,0,0,13,2020
2721,"Rockwall County, Texas","78,337","76,706","65,514","4,521",472,"1,897",56,"4,246",2010
2721,"Robertson County, Texas","16,757","15,482","10,502","3,176",102,107,21,"1,574",2020
2722,"Rockwall County, Texas","107,819","94,391","74,913","8,398",899,"3,371",111,"6,699",2020
2722,"Runnels County, Texas","10,501","10,326","8,735",192,71,21,3,"1,304",2010
2723,"Runnels County, Texas","9,900","8,698","7,480",146,86,24,7,955,2020
2723,"Rusk County, Texas","53,330","52,270","38,512","9,435",290,214,19,"3,800",2010
2724,"Rusk County, Texas","52,214","47,962","33,865","8,326",401,231,24,"5,115",2020
2724,"Sabine County, Texas","10,834","10,664","9,658",784,56,33,0,133,2010
2725,"San Augustine County, Texas","8,865","8,742","6,375","2,016",35,23,0,293,2010
2725,"Sabine County, Texas","9,894","9,413","8,426",745,51,53,0,138,2020
2726,"San Jacinto County, Texas","26,384","25,863","21,693","2,710",164,123,9,"1,164",2010
2726,"San Augustine County, Texas","7,918","7,526","5,352","1,781",33,42,0,318,2020
2727,"San Patricio County, Texas","64,804","63,234","55,660","1,071",386,537,58,"5,522",2010
2727,"San Jacinto County, Texas","27,402","24,982","20,276","2,134",219,88,20,"2,245",2020
2728,"San Saba County, Texas","6,131","6,036","5,166",204,48,13,0,605,2010
2728,"San Patricio County, Texas","68,755","52,670","42,197","1,195",544,886,87,"7,761",2020
2729,"San Saba County, Texas","5,730","5,195","4,274",121,39,17,2,742,2020
2729,"Schleicher County, Texas","3,461","3,365","2,780",38,16,4,0,527,2010
2730,"Schleicher County, Texas","2,451","2,096","1,368",26,24,10,3,665,2020
2730,"Scurry County, Texas","16,921","16,540","13,325",799,106,59,4,"2,247",2010
2731,"Scurry County, Texas","16,932","14,567","10,867",637,126,83,8,"2,846",2020
2731,"Shackelford County, Texas","3,378","3,316","3,145",29,19,9,1,113,2010
2732,"Shelby County, Texas","25,448","25,090","17,467","4,432",89,81,0,"3,021",2010
2732,"Shackelford County, Texas","3,105","2,910","2,731",23,10,18,0,128,2020
2733,"Shelby County, Texas","24,022","22,008","15,111","3,836",139,370,14,"2,538",2020
2733,"Sherman County, Texas","3,034","2,988","2,680",14,23,7,0,264,2010
2734,"Smith County, Texas","209,714","205,556","147,086","37,629","1,141","2,597",79,"17,024",2010
2734,"Sherman County, Texas","2,782","2,188","1,612",12,37,3,0,524,2020
2735,"Smith County, Texas","233,479","211,043","144,539","38,593","1,656","4,188",106,"21,961",2020
2735,"Somervell County, Texas","8,490","8,260","7,220",57,72,53,1,857,2010
2736,"Starr County, Texas","60,968","60,675","58,585",69,77,133,0,"1,811",2010
2736,"Somervell County, Texas","9,205","8,088","7,373",45,78,58,0,534,2020
2737,"Starr County, Texas","65,920","34,893","21,839",66,253,111,1,"12,623",2020
2737,"Stephens County, Texas","9,630","9,469","8,161",201,51,32,1,"1,023",2010
2738,"Stephens County, Texas","9,101","8,280","7,013",246,61,63,1,896,2020
2738,"Sterling County, Texas","1,143","1,121","1,013",14,23,0,0,71,2010
2739,"Sterling County, Texas","1,372","1,196","1,064",3,6,1,2,120,2020
2739,"Stonewall County, Texas","1,490","1,461","1,306",39,8,14,0,94,2010
2740,"Stonewall County, Texas","1,245","1,133","1,032",20,10,5,0,66,2020
2740,"Sutton County, Texas","4,128","4,065","3,662",17,17,8,0,361,2010
2741,"Swisher County, Texas","7,854","7,703","5,901",566,72,10,4,"1,150",2010
2741,"Sutton County, Texas","3,372","2,514","1,959",10,16,8,2,519,2020
2742,"Tarrant County, Texas","1,809,034","1,754,757","1,205,530","268,983","11,827","84,561","3,184","180,672",2010
2742,"Swisher County, Texas","6,971","5,834","4,182",438,49,12,3,"1,150",2020
2743,"Taylor County, Texas","131,506","127,236","104,409","9,699",892,"2,073",123,"10,040",2010
2743,"Tarrant County, Texas","2,110,640","1,814,445","1,044,549","366,727","18,690","129,437","4,551","250,491",2020
2744,"Taylor County, Texas","143,208","126,033","99,225","11,771","1,262","2,924",189,"10,662",2020
2744,"Terrell County, Texas",984,969,828,7,9,4,0,121,2010
2745,"Terry County, Texas","12,651","12,327","10,283",605,78,30,0,"1,331",2010
2745,"Terrell County, Texas",760,646,480,8,0,5,0,153,2020
2746,"Terry County, Texas","11,831","9,250","6,930",454,76,40,0,"1,750",2020
2746,"Throckmorton County, Texas","1,641","1,628","1,555",11,12,7,0,43,2010
2747,"Titus County, Texas","32,334","31,580","21,848","3,091",354,237,16,"6,034",2010
2747,"Throckmorton County, Texas","1,440","1,336","1,294",2,5,3,0,32,2020
2748,"Tom Green County, Texas","110,224","107,093","90,069","4,445",877,"1,118",100,"10,484",2010
2748,"Titus County, Texas","31,247","26,265","16,188","2,992",377,278,9,"6,421",2020
2749,"Travis County, Texas","1,024,266","990,434","709,814","87,308","8,555","59,333",718,"124,706",2010
2749,"Tom Green County, Texas","120,003","98,664","78,548","4,544","1,050","1,801",175,"12,546",2020
2750,"Trinity County, Texas","14,585","14,370","12,302","1,378",69,42,3,576,2010
2750,"Travis County, Texas","1,290,188","1,079,633","709,447","101,267","12,463","101,038","1,019","154,399",2020
2751,"Tyler County, Texas","21,766","21,502","17,930","2,390",115,51,6,"1,010",2010
2751,"Trinity County, Texas","13,602","12,576","10,833","1,092",54,34,5,558,2020
2752,"Upshur County, Texas","39,309","38,461","33,466","3,416",259,150,3,"1,167",2010
2752,"Tyler County, Texas","19,798","18,841","15,621","2,059",120,100,3,938,2020
2753,"Upton County, Texas","3,355","3,286","2,516",63,58,0,0,649,2010
2753,"Upshur County, Texas","40,892","37,542","32,238","2,958",340,177,13,"1,816",2020
2754,"Upton County, Texas","3,308","2,321","1,849",74,13,5,0,380,2020
2754,"Uvalde County, Texas","26,405","25,621","20,631",170,146,134,6,"4,534",2010
2755,"Val Verde County, Texas","48,879","47,869","41,534",746,240,238,44,"5,067",2010
2755,"Uvalde County, Texas","24,564","17,058","12,584",159,133,162,8,"4,012",2020
2756,"Van Zandt County, Texas","52,579","51,613","47,784","1,427",457,171,33,"1,741",2010
2756,"Val Verde County, Texas","47,586","30,969","21,218",665,337,379,47,"8,323",2020
2757,"Van Zandt County, Texas","59,541","54,766","49,904","1,542",473,275,30,"2,542",2020
2757,"Victoria County, Texas","86,793","84,698","69,013","5,513",503,899,23,"8,747",2010
2758,"Victoria County, Texas","91,319","72,846","53,085","5,729",726,"1,431",43,"11,832",2020
2758,"Walker County, Texas","67,861","66,466","45,511","15,257",302,631,28,"4,737",2010
2759,"Waller County, Texas","43,205","42,253","25,254","10,739",354,214,10,"5,682",2010
2759,"Walker County, Texas","76,400","71,212","42,800","16,638",468,"1,148",42,"10,116",2020
2760,"Waller County, Texas","56,794","49,474","26,479","12,256",634,809,20,"9,276",2020
2760,"Ward County, Texas","10,658","10,309","8,227",522,98,32,1,"1,429",2010
2761,"Ward County, Texas","11,644","9,342","6,567",482,122,69,2,"2,100",2020
2761,"Washington County, Texas","33,718","33,186","25,008","5,947",99,445,8,"1,679",2010
2762,"Washington County, Texas","35,805","31,899","23,299","5,626",154,564,18,"2,238",2020
2762,"Webb County, Texas","250,304","246,615","220,201","1,132","1,006","1,464",30,"22,782",2010
2763,"Webb County, Texas","267,114","159,681","102,723","1,166","1,651","1,405",53,"52,683",2020
2763,"Wharton County, Texas","41,280","40,529","29,793","5,817",161,160,2,"4,596",2010
2764,"Wharton County, Texas","41,570","35,188","22,903","5,676",294,193,1,"6,121",2020
2764,"Wheeler County, Texas","5,410","5,287","4,469",113,44,23,0,638,2010
2765,"Wheeler County, Texas","4,990","4,438","3,748",86,57,27,2,518,2020
2765,"Wichita County, Texas","131,500","127,674","101,331","13,811","1,394","2,669",101,"8,368",2010
2766,"Wichita County, Texas","129,350","115,415","86,718","13,887","1,443","2,747",181,"10,439",2020
